t_s,height_cm,roll_deg,pitch_deg,yaw_deg,batt_%,accel_x,temp_c,speed_cm_s,vz_cm_s
14.39,999.9,-18,-2,8,36,1,40.75,48445.12359360847,0.0
14.61,999.9,-18,-2,8,36,1,40.75,31665.28067142308,0.0
14.82,999.9,-18,-2,8,34,15,40.75,6449.806198638839,0.0
15.03,999.9,4,0,8,34,2,40.71,8200.0,0.0
15.24,999.9,4,0,8,34,2,40.71,8200.0,0.0
15.46,999.9,4,0,8,34,12,40.71,8200.0,0.0
15.67,999.9,-2,20,6,34,-3,40.71,47236.638322387,0.0
15.89,999.9,-2,20,6,34,-3,40.71,46592.91791678216,0.0
16.11,999.9,-3,0,7,34,-9,40.71,46592.91791678216,0.0
16.32,999.9,-3,0,7,34,-9,40.71,41700.11990390436,0.0
16.53,999.9,-3,0,7,34,-9,40.67,41300.48425866215,0.0
16.74,999.9,-3,-1,7,34,10,40.67,17200.290695217915,0.0
16.96,999.9,0,-1,7,34,10,40.67,17200.290695217915,0.0
17.17,999.9,13,3,7,34,-7,40.63,11107.204868912791,0.0
17.39,999.9,12,2,7,34,-4,40.63,11107.204868912791,0.0
17.6,41.5,12,2,7,34,-4,40.63,45518.56764003015,-4481.840438927744
17.82,41.5,12,2,7,34,-4,40.63,45518.56764003015,0.0
18.03,41.5,12,2,7,32,-7,40.62,13462.912017836261,0.0
18.24,41.5,-19,1,8,32,-7,40.62,33039.370454050724,0.0
18.46,41.5,-19,1,8,32,-7,40.62,33039.370454050724,0.0
18.67,41.5,-19,1,7,32,-1,40.63,41869.320510368925,0.0
18.88,41.5,-1,-2,7,32,-7,40.65,53113.55759125913,0.0
19.09,999.9,11,-8,6,32,-10,40.65,53113.55759125913,4474.287786987702
19.31,999.9,10,-8,6,32,-10,40.65,53113.55759125913,0.0
19.52,999.9,10,-8,8,31,0,40.65,13700.364958642525,0.0
19.73,999.9,12,2,8,31,0,40.65,29428.72746144488,0.0
19.95,999.9,12,2,8,30,0,40.62,13301.503674397118,0.0
20.16,999.9,1,23,8,30,0,40.62,13301.503674397118,0.0
20.37,999.9,1,12,8,30,-12,40.62,45910.891953870814,0.0
20.59,999.9,-11,12,8,31,-12,40.62,46510.75144523038,0.0
20.8,999.9,-11,-16,7,31,-5,40.61,43137.57063164313,0.0
21.02,999.9,-11,-16,6,31,-9,40.58,43137.57063164313,0.0
21.23,999.9,-5,-20,6,31,1,40.59,18495.404834715027,0.0
21.45,999.9,-5,-19,7,31,1,40.59,13017.296186228536,0.0
21.66,999.9,-5,-19,7,31,1,40.52,13017.296186228536,0.0
21.88,999.9,-5,-19,7,31,1,40.52,13017.296186228536,0.0
22.09,999.9,-5,-9,7,31,8,40.52,55818.36615308621,0.0
22.31,999.9,2,-4,7,30,14,40.41,84860.65048065563,0.0
22.52,67.2,3,18,6,30,11,40.41,84664.3372382965,-4331.287287672082
22.73,99.2,11,8,6,30,7,40.39,57357.30119174018,151.31376209673783
22.94,99.2,-4,5,7,30,2,40.38,26277.366686941827,0.0
23.16,999.9,-3,7,7,30,2,40.38,11289.818421923357,4213.056239886427
23.37,999.9,-2,7,7,30,0,40.38,10060.318086422516,0.0
23.58,999.9,-2,9,7,31,7,40.34,5400.925846556311,0.0
23.8,999.9,8,3,7,31,-5,40.34,5400.925846556311,0.0
24.01,999.9,11,3,8,31,-5,40.34,10754.068997360953,0.0
24.23,999.9,11,2,8,31,0,40.34,23469.128658729536,0.0
24.44,999.9,5,0,8,31,0,40.34,23469.128658729536,0.0
24.66,999.9,-5,13,8,31,-6,40.34,14632.839779072277,0.0
24.88,999.9,-5,13,9,31,-4,40.34,14928.161306738348,0.0
25.09,999.9,-6,12,9,31,-4,40.34,21073.68026710095,0.0
25.3,999.9,-6,12,9,31,-15,40.32,13700.364958642525,0.0
25.51,999.9,-2,9,8,31,-15,40.32,12600.0,0.0
25.73,999.9,-2,9,7,31,-7,40.32,1900.0,0.0
25.94,999.9,-1,9,7,31,-7,40.32,1900.0,0.0
26.15,999.9,-1,9,8,31,-6,40.32,1900.0,0.0
26.37,999.9,5,-13,7,31,-12,40.32,1900.0,0.0
26.58,999.9,5,-13,7,31,-12,40.32,1900.0,0.0
26.8,999.9,5,-13,7,31,-7,40.32,1900.0,0.0
27.0,999.9,4,0,7,31,-12,40.21,1900.0,0.0
27.22,999.9,-13,0,8,31,-12,40.21,23148.21807396846,0.0
27.44,999.9,-13,-20,8,31,-2,40.21,1400.0,0.0
27.65,999.9,0,-20,8,31,-2,40.21,3584.6896657869843,0.0
27.87,999.9,0,-20,8,31,-2,40.19,62051.9943273381,0.0
28.09,999.9,0,6,9,31,11,40.15,62051.9943273381,0.0
28.29,999.9,18,7,9,31,11,40.1,62051.9943273381,0.0
28.51,999.9,18,7,9,31,11,40.08,62051.9943273381,0.0
28.72,999.9,18,7,9,31,11,40.09,65622.02374203343,0.0
28.94,999.9,18,7,9,31,3,40.09,26836.54225119175,0.0
29.15,999.9,3,5,6,31,3,40.09,39910.02380355091,0.0
29.37,999.9,3,5,6,31,3,40.09,17638.594048279472,0.0
29.58,999.9,-9,7,10,31,0,40.05,19771.696942852428,0.0
29.8,999.9,-9,6,10,31,0,40.05,21303.75553746334,0.0
30.01,999.9,-9,6,10,31,0,40.05,9027.181176868004,0.0
30.23,999.9,-9,6,10,31,0,40.05,15160.47492659778,0.0
30.44,999.9,-9,6,10,31,0,40.05,15160.47492659778,0.0
30.66,999.9,-3,1,7,31,-4,40.05,12515.989773086267,0.0
30.88,999.9,-6,1,7,31,-4,40.05,12515.989773086267,0.0
31.09,999.9,-6,1,7,31,-4,40.05,12515.989773086267,0.0
31.3,999.9,-6,1,7,31,-4,40.08,14698.63939281456,0.0
31.51,999.9,-6,-18,7,31,0,40.07,9055.385138137417,0.0
31.73,999.9,4,-3,9,31,13,40.07,30947.69781421552,0.0
31.95,999.9,5,-3,9,31,13,40.05,28820.999288713083,0.0
32.16,999.9,5,-3,9,31,13,40.05,16103.72627685903,0.0
32.38,999.9,5,-3,9,31,13,40.05,16103.72627685903,0.0
32.59,999.9,5,-3,9,31,13,40.05,32658.842600435186,0.0
32.8,999.9,5,-3,9,31,13,39.97,61718.230694017795,0.0
33.02,999.9,5,-3,9,31,13,39.97,61772.89049413181,0.0
33.23,999.9,5,-3,9,31,13,39.93,65818.69035464014,0.0
33.44,999.9,5,-3,9,31,13,39.93,18085.35318980528,0.0
33.65,999.9,5,-3,9,31,13,39.94,24477.33645640391,0.0
33.87,999.9,5,-3,9,30,-3,39.94,25431.083343027287,0.0
34.08,999.9,-11,-1,9,30,-1,39.93,56522.73878714654,0.0
34.3,999.9,-3,-2,8,30,-1,39.93,32261.587065735002,0.0
34.51,999.9,-3,-2,8,30,-1,39.93,38885.60144835104,0.0
34.72,999.9,-3,-2,8,30,-1,39.93,37920.04746832472,0.0
34.94,999.9,-2,0,7,30,-4,39.97,12709.838708654017,0.0
35.15,999.9,0,5,7,30,3,39.97,12709.838708654017,0.0
35.37,999.9,0,5,7,30,3,39.95,12920.139318134306,0.0
35.58,999.9,0,5,7,30,-2,39.95,12920.139318134306,0.0
35.8,999.9,-8,0,7,30,-7,39.95,12920.139318134306,0.0
36.01,999.9,-11,0,8,30,-16,39.94,27436.107595648475,0.0
36.23,999.9,-14,-2,8,30,-3,39.94,31151.56496871385,0.0
36.43,999.9,2,-3,7,30,-3,39.94,24024.36263462571,0.0
36.65,999.9,-3,0,7,30,-9,39.94,10371.113729971337,0.0
36.86,999.9,-3,0,7,30,-9,39.97,8448.076704197234,0.0
37.07,999.9,-3,0,7,31,-7,39.97,8448.076704197234,0.0
37.28,999.9,-6,0,7,31,-7,39.97,16031.219541881397,0.0
37.5,999.9,-6,0,8,31,1,39.97,14080.127840328723,0.0
37.71,999.9,-1,1,8,31,1,39.97,14080.127840328723,0.0
37.92,999.9,-1,1,8,31,-4,39.97,22051.077071199947,0.0
38.14,999.9,-2,1,8,31,-9,39.97,13209.844813622907,0.0
38.35,999.9,1,-10,8,31,-9,39.97,13109.53851209111,0.0
38.57,999.9,5,-8,8,31,-3,39.97,13109.53851209111,0.0
38.78,999.9,5,-8,8,31,-3,39.97,13109.53851209111,0.0
39.0,999.9,14,3,8,31,-3,39.97,14241.4886862294,0.0
39.22,999.9,14,3,7,31,-4,39.97,18006.943105369108,0.0
39.43,999.9,12,4,6,31,1,39.97,12880.993750483694,0.0
39.64,999.9,13,4,6,31,8,39.81,19520.758181996927,0.0
39.86,999.9,-4,2,7,31,9,39.79,9741.663102366043,0.0
40.07,999.9,-3,1,7,31,-4,39.77,39303.180532877996,0.0
40.29,999.9,-1,1,7,31,-4,39.77,7829.431652425354,0.0
40.5,999.9,-1,1,8,31,-2,39.77,7527.283706623525,0.0
40.71,999.9,3,1,8,31,-2,39.77,14319.916200872127,0.0
40.93,999.9,3,1,8,31,3,39.72,16832.409215557946,0.0
41.14,999.9,-4,2,8,31,3,39.72,16832.409215557946,0.0
41.35,999.9,-4,3,8,31,3,39.72,16832.409215557946,0.0
41.56,999.9,-4,3,8,31,3,39.72,5200.961449578337,0.0
41.78,999.9,-4,3,8,31,3,39.72,5200.961449578337,0.0
41.99,999.9,-4,3,8,31,-8,39.73,5200.961449578337,0.0
42.21,999.9,3,0,8,31,-8,39.73,8640.02314811714,0.0
42.42,999.9,3,0,8,31,-4,39.73,6900.724599634447,0.0
42.63,999.9,-1,0,8,31,-6,39.73,6900.724599634447,0.0
42.85,999.9,-1,0,8,31,0,39.73,6900.724599634447,0.0
43.06,999.9,-1,0,8,32,-11,39.76,4609.772228646444,0.0
43.27,999.9,-1,0,9,32,2,39.76,16868.906307167636,0.0
43.49,100.4,4,0,8,32,6,39.76,1711.724276862369,-4222.781367174296
43.7,100.4,4,0,8,32,6,39.74,1711.724276862369,0.0
43.92,100.4,4,0,7,32,0,39.75,1711.724276862369,0.0
44.13,100.4,4,0,7,32,0,39.75,24364.728605096345,0.0
44.34,100.4,4,0,7,32,-8,39.71,9113.725912051557,0.0
44.56,100.4,-2,0,7,32,-8,39.71,9113.725912051557,0.0
44.77,100.4,-2,0,7,32,-8,39.7,9113.725912051557,0.0
44.98,100.4,-2,0,7,32,-4,39.71,2376.9728648009427,0.0
45.2,100.4,0,0,7,32,-4,39.73,5277.309920783505,0.0
45.41,100.4,0,0,7,32,-4,39.73,6500.0,0.0
45.63,100.4,0,0,8,32,-6,39.73,46591.09356947956,0.0
45.85,27.5,2,1,8,32,-6,39.73,31117.358499718448,-334.654112517156
46.06,27.5,2,0,8,32,-9,39.76,31117.358499718448,0.0
46.28,27.5,-5,2,8,32,-9,39.76,38095.80029347067,0.0
46.49,18.5,-5,2,8,32,-9,39.76,28601.573383294843,-42.36371165675154
46.71,18.5,-5,2,8,32,-9,39.76,28602.797066021358,0.0
46.93,12.2,-5,0,9,32,-8,39.76,40100.124688085445,-28.785630777744615
47.14,12.2,0,0,8,32,3,39.76,106400.04699247083,0.0
47.36,12.2,0,0,8,32,3,39.76,42400.0,0.0
47.57,12.2,0,0,8,32,3,39.76,42400.471695489425,0.0
47.78,12.2,0,0,8,32,0,39.76,17301.15603073968,0.0
48.0,12.2,0,0,7,32,0,39.76,17300.0,0.0
48.22,-100.0,0,0,7,32,0,39.76,41201.94170181789,-521.1885077380729
48.42,-100.0,0,0,7,32,0,39.57,68400.07309937614,0.0
48.64,-100.0,0,0,7,32,0,39.57,68400.07309937614,0.0
48.85,-100.0,0,0,7,32,0,39.57,68400.07309937614,0.0
49.07,-100.0,0,0,7,38,0,39.57,68400.07309937614,0.0
49.28,-100.0,0,0,7,38,0,39.57,52000.09615375725,0.0
49.5,-100.0,0,0,7,38,0,39.57,52000.0,0.0
49.71,-100.0,0,0,7,38,0,39.71,52000.0,0.0
49.92,-100.0,0,0,7,38,0,39.72,2002.4984394500786,0.0
